PC1,PC2,digit
0.72499704,-2.573155,8
-3.2784526,0.737038,1
-3.0432498,0.7180854,1
-1.4420189,0.12293251,7
0.44672775,-2.4422274,5
-0.13750505,-1.3930613,6
-1.7466582,-2.0570216,4
-1.7519549,-1.9192556,9
2.2953753,1.1145555,5
-1.3753688,0.95306087,1
0.54921913,1.4781042,3
-0.15640616,2.2863798,3
-1.9753649,-0.35285497,4
-3.3101428,-0.66160405,7
-0.6335759,1.5804895,8
-1.7731899,-2.7080479,9
-3.6810496,0.9775634,1
-3.5889132,1.3741088,1
1.969656,1.7159727,6
-1.6390958,-2.303316,9
-3.7442322,1.8868436,1
-1.0839709,-2.0944858,4
-0.234514,-1.5675601,4
0.5641074,-0.2368346,5
0.31604433,-3.2184548,4
5.158847,1.652041,0
1.0321794,-0.645973,6
-0.5486746,2.6604195,2
0.47912312,0.71913844,2
-1.1566322,0.91483444,3
-3.9166105,2.516861,1
1.3502679,1.4952148,5
-3.1879835,0.8103591,1
-1.4239415,0.5194671,2
4.7015285,1.3518944,0
-1.6226546,1.5047216,3
-1.1717865,1.3574784,8
-3.6608057,0.77364063,1
1.5529561,2.9680848,2
0.8132324,0.1849379,6
-2.036725,-2.9945426,7
-3.1074286,0.27544144,1
1.3550301,-0.35159165,6
-1.5147192,0.7457835,2
-0.5731201,0.2998485,3
-0.567827,-2.5305295,9
2.2573695,-0.22007929,0
-1.7544473,0.21982801,1
5.0085397,1.9596621,2
-0.42466807,3.199646,2
6.6897345,1.5177509,0
2.930225,-2.3888288,8
-0.7587216,-2.4236217,9
-2.9526675,-0.95667505,9
3.1292653,0.5322213,0
-0.3317771,3.539411,2
3.7623577,2.8019023,5
-2.798252,0.32665294,1
-1.9023162,-2.0745912,9
-1.3437165,-3.054041,7
-1.9650121,0.3402224,8
-3.1872804,1.0280943,1
1.9377475,1.7759011,0
1.0196185,-3.7364922,4
-3.3707108,1.5477799,1
-2.4014456,-2.3016524,7
-1.5413508,-2.331287,9
-1.1626977,-1.1138043,6
-2.6903164,-0.74815863,4
0.7721169,0.6905387,2
0.15181589,-1.7397256,6
1.127223,0.78503364,8
-3.4674911,1.7136447,1
-1.8710265,1.1777502,3
-1.0799602,-1.7714939,7
1.4823146,-2.05796,5
1.2725959,-2.0833201,4
-1.4969772,-0.6360589,4
-3.6424315,2.5423584,1
-0.4418249,0.4655782,8
-4.1407914,1.5603398,1
1.935494,2.492866,3
-2.0367563,0.9609655,8
-3.9262543,1.5687997,1
-1.0500078,-0.689411,2
0.95231676,-0.26094413,5
-0.6031623,1.5385774,8
3.2567601,-0.2500018,0
1.665247,-2.2422051,6
-1.3065279,2.8585553,2
-3.6781101,1.5527163,1
-3.3381586,0.7167188,1
-2.3297195,-0.8918312,7
-3.5126383,1.0676196,1
0.4277959,-0.025894716,5
0.6407373,1.2636722,3
-0.6130984,-2.6020007,4
-1.3001671,-0.101559594,6
-2.198915,-0.6955641,9
-0.593101,-0.0014810264,5
2.7241116,0.10275437,0
0.7611451,-2.732607,9
1.0325453,-0.09310592,2
-0.23056579,0.3733239,2
2.0993419,-2.2772608,4
0.94531965,-0.9016762,8
2.8944302,0.7819079,2
-3.8039246,1.3115422,1
-0.52475405,-2.7434301,7
-1.6732364,2.1789289,2
-0.7856302,-3.0693054,4
-2.1984568,-1.9699942,9
3.163381,-3.966905,4
4.022531,-1.9709729,4
3.7875624,0.71762514,0
-2.3957512,-2.056036,3
-1.3587474,-1.9193269,9
-1.040748,1.9099263,2
0.35286903,3.427503,2
-1.7669802,0.62311214,3
-1.2170705,1.3330691,3
-2.3833284,-0.2884897,8
2.7261171,1.49407,3
3.4585557,1.3083262,5
-1.2405627,-3.7038255,7
-2.1561384,0.35347328,3
0.92261624,-1.518637,5
0.39511132,-0.4094961,8
-3.521542,0.88677406,1
-0.17115688,1.0534656,2
-1.8884369,-1.8417985,4
-1.0872291,-1.2163614,4
2.2558966,-0.7778222,6
-1.6103148,-1.6926388,4
-1.0305824,-1.3865863,9
-0.35516667,2.460146,5
-3.0928407,0.57994854,1
4.1761065,0.15619159,0
-0.519053,-0.35257283,6
0.14878511,-2.873413,9
-0.97572756,0.6234641,5
-0.79653645,-4.0081263,9
2.2923794,1.4614524,5
-0.4066131,-2.7505698,9
-1.6730919,-0.2956367,7
-2.3633559,1.933344,3
-0.6512575,1.5553273,8
3.3372407,0.5779672,0
-0.21208096,1.9978868,3
2.8110285,-3.5101585,7
-3.4781911,1.1838235,1
-1.0210333,1.4275188,3
-1.2315549,1.0967858,6
-1.4623481,-3.1229343,7
1.4665284,-0.63470715,8
4.774106,0.5684096,5
-0.35330343,-2.1400132,9
-2.045231,-1.9818563,7
-0.07750487,-4.3401856,9
0.47933507,-1.4761361,6
2.3035989,1.6033777,9
0.62582016,0.5895669,6
0.791142,3.0570393,3
-0.80877924,-2.583787,7
-0.27697444,-4.157734,4
1.7187405,-0.655328,4
1.3881407,-0.024441384,5
0.9616592,0.2818498,3
-0.6505406,-1.4816124,5
-1.6811206,-2.0819411,4
-2.1140165,1.2751204,7
0.20833516,1.4680692,8
0.2581234,-0.6755037,7
-1.5767025,1.9360155,8
2.992908,0.8683841,0
-2.555682,-1.1652772,7
1.7580404,-0.02190353,6
-2.2500625,0.16631162,8
-0.30420852,-2.1338654,8
0.61954665,-3.5332632,7
-2.154415,0.077541396,3
2.0985165,-1.7651346,3
-3.5744467,2.775313,1
1.9967375,-3.7543192,9
0.6073201,-0.30799538,5
1.4601245,0.5263947,2
-1.826772,-2.2294998,7
1.4009757,2.5351572,3
-2.292953,1.1123008,5
-3.7572775,1.9375621,1
-3.3751528,0.6930568,1
-2.3857827,0.74284434,2
-3.7953951,2.2028546,1
-0.9101832,-2.53833,4
-2.140861,-1.786866,7
0.52082515,-2.673482,4
-0.4711473,-1.7193853,7
1.415317,1.4593694,5
0.41096067,-2.1308002,4
-0.17267394,0.6204545,5
-0.08396292,-0.8725843,4
5.1601276,0.7920361,0
-0.12463546,-1.1816287,8
1.8869758,3.1523976,3
-2.471828,0.6900308,6
-0.23168755,-3.0441828,9
0.7166729,0.75138766,6
5.0211463,-0.6262104,0
-0.95788074,0.57134914,2
-1.6260767,-1.3072373,7
-2.041798,-1.1451049,4
1.8095946,-3.6547174,4
-1.5581592,-0.15795088,4
0.24511266,-2.777422,4
1.5685987,-0.25498277,6
1.743123,-1.6156013,6
-1.3687187,-2.9441795,4
1.5617304,-4.093843,7
-0.6965642,-2.474646,9
0.6515546,2.1485567,3
-1.0808277,-2.3993158,4
-1.2274303,-0.88492435,5
-0.7168627,-1.0448877,5
-0.28001642,-0.8055507,8
-2.4129248,-2.4628272,7
0.29721117,2.80967,3
-1.3971015,-1.5831611,7
0.46314573,5.304978,2
-1.4528731,-3.403408,7
1.6963425,-0.15465307,0
-1.6228889,3.5470247,2
0.14901567,-1.1432639,4
-3.3655136,0.64263517,1
-3.1251237,1.0128964,1
-3.3372629,1.5971168,6
1.0199826,0.7291345,6
-0.093254566,-3.4679165,9
-1.3648748,2.007206,2
-0.23322153,-1.6827595,8
0.2858081,-2.121767,7
0.14672828,1.8277167,2
2.7550092,0.44915605,0
-3.38313,1.0419695,1
1.6263099,1.2288765,5
1.1709423,-1.7303786,0
-1.2890077,-1.2802228,9
-4.0089273,0.877601,1
-0.24946094,-2.0079396,7
2.7376695,1.067687,0
-1.1196425,1.6616473,6
1.3997903,-0.5274594,0
-0.62123084,-0.66341686,8
2.0907326,0.0034649745,6
-0.8376193,1.6517394,8
-3.9668097,0.82636935,1
1.2040582,1.5469968,8
7.350794,1.3500091,0
-1.7382122,-0.93044484,3
-0.9153068,2.6967182,3
-1.3984598,1.5478858,7
-0.21306062,-0.22231647,2
-0.9670683,-0.34708259,3
-1.5719336,1.3253483,6
-0.2896862,1.9733742,2
-3.3585944,1.6630634,1
-1.0955626,0.6916879,6
-3.9296784,1.1193081,1
-3.9576628,2.283957,1
-1.7230442,1.1248084,3
-2.3949826,-1.6207879,7
-3.1038208,0.0047760233,9
2.6949701,1.6185238,0
0.21993351,2.547965,8
1.710938,1.1979586,0
0.79476905,-2.1215763,5
-0.13837457,-3.3525567,4
5.40084,0.7270852,0
-1.179855,-0.2612626,2
-0.8913598,0.4118667,8
-2.142273,0.5069809,7
-1.7156446,0.80454385,2
-0.2999971,-0.76057315,9
-1.0934789,1.2154841,8
0.029031992,-3.008132,4
4.772085,0.73740387,0
-2.362328,-0.6718576,9
1.8346186,1.8597746,5
2.0927029,2.1814876,8
1.0635343,1.0970515,5
-2.9831862,0.6189201,1
-1.2192206,4.0783234,2
-3.9544396,1.25419,1
-0.40541506,1.7787861,3
-3.7652917,2.1918135,1
-1.48175,-0.8691951,7
-2.9291208,-0.66155034,4
-0.1926415,-0.11597711,5
-2.2295728,-1.7203083,7
0.48970652,0.5355296,2
1.7205634,-0.15544891,0
2.9615602,1.0360126,9
0.34884405,1.6035682,8
-0.9993378,0.8265919,8
-3.1550639,1.3803862,6
-0.21317029,0.844377,2
-0.07363057,1.1753277,5
0.7922869,-1.756195,4
-3.4813676,0.8312281,1
-1.8496333,-2.0693302,9
1.0414042,-0.4304315,2
-3.4708185,2.1342173,1
-0.08222413,1.1735004,5
-0.78334975,0.41361222,8
-3.19418,0.44434446,7
4.3103976,1.0140579,0
-2.3905911,0.68927693,2
-0.2925582,-2.2709212,4
-1.0932901,-2.5414758,4
-1.729431,0.98919046,3
1.589364,-2.5717058,6
-0.57851887,-0.6380658,8
-0.14974523,-1.279187,8
-0.9743074,-0.76187396,2
-1.2562953,-3.1002235,4
3.1021404,2.2641282,0
0.736392,-1.8587022,5
3.2069244,-0.29878068,0
-2.1763558,-1.2106252,4
-2.0595696,-1.4424589,4
-0.41822767,-3.3866782,7
0.4114182,-2.3021955,9
-0.042396545,2.622066,3
-0.35747957,-3.157817,4
-3.709176,1.371662,1
2.3110824,-0.062045075,5
0.36601567,-2.7052708,9
-1.8689746,1.2846152,7
-0.1397202,2.507732,3
-0.9224248,0.25918597,5
-1.34135,0.5284422,8
0.30513978,2.0596342,8
1.0186973,-0.7336957,0
-1.169234,-1.0219322,5
-0.12837553,1.4574697,3
0.85216475,0.9578967,3
2.0604963,-0.3121516,6
-0.13908005,-0.64743805,6
4.314944,0.647259,0
-3.7950308,1.9337708,1
-1.1316938,0.8148112,6
4.3604507,1.4268074,0
-1.1773843,0.24463418,3
1.5752997,-1.9155105,5
-1.4481704,-1.8910779,4
-0.45780015,-2.6783357,4
-3.15052,0.06022638,1
2.2849855,0.56960493,2
0.068835735,-2.6169438,9
-3.4186578,3.0566735,1
-1.0649542,-2.9307208,4
1.4301052,-1.3431216,6
0.6155243,-1.4181453,9
-0.11041188,-3.147151,9
-1.2834499,-0.14361605,3
-0.9801215,-1.8106409,9
0.9234061,-1.4086138,8
-1.0123314,-2.3900585,4
0.6710727,-1.8060768,4
0.09176254,1.3248322,3
-3.7852364,2.20575,1
-1.1397312,0.019756913,3
-3.825004,2.1108236,1
2.071724,1.2297493,8
-2.2869916,1.4939833,8
-1.8038493,-2.9072566,7
-1.6679121,-3.0874262,9
-0.44369268,-2.9452028,4
-0.91997313,1.7283056,8
2.1234555,-1.1386468,8
-1.8626194,1.0155996,7
-1.3672087,-1.6815051,9
-0.94224524,-2.4300022,7
-3.564221,1.4441376,1
-0.28955388,-2.703228,4
0.4601624,0.5958662,5
0.9993048,0.14611855,6
5.6928577,1.0204707,0
1.0872574,0.43710196,5
-1.5388361,3.3635106,2
-1.6930863,3.6554441,2
1.3887076,1.022453,2
-3.4856002,0.72997093,1
1.5811739,1.6650932,5
0.8877921,0.9776318,5
0.5200255,0.9506359,2
0.19610238,-1.9239726,4
-1.8700315,-1.5512244,9
-2.2279134,1.4574255,6
-1.5426401,-0.44402346,2
-2.3914986,-2.5559707,7
-0.10974288,-3.720961,7
4.528001,1.4102638,2
-0.9303043,2.4483747,2
-3.659721,1.2154242,1
-3.8068686,2.6846418,1
6.438569,2.0075707,2
-1.6741668,1.0697646,8
-0.8020041,1.0779622,3
-2.7178388,-1.122227,7
-1.5649569,0.25729495,2
-0.6336694,-1.429948,4
-3.7320428,1.423474,1
-2.6042814,-1.6798056,7
-3.345008,0.5512317,1
-3.3306608,-0.48928404,7
0.44298553,-2.044941,6
-1.6679686,-2.0854907,7
-0.831341,0.12068471,8
-1.0687028,0.23240533,2
-2.4545822,-2.1680164,7
1.622963,2.4762282,3
-3.1867893,0.7063637,1
-0.80423,-3.0825725,7
0.49699903,0.8311164,5
0.26161718,0.8365096,8
-0.6505115,1.4529312,2
0.23625326,-1.1366119,6
1.1930213,0.613674,2
-0.49127722,2.6053715,2
1.5556021,0.1720031,5
4.4507856,0.8096317,6
-1.1853873,1.514603,5
5.4802322,0.5779797,0
-0.5202813,-1.8293849,9
2.7156181,3.737556,2
1.4685254,-3.1760588,4
0.59231305,2.8051147,3
-2.4975846,-0.1263634,3
-1.4285318,-2.2325268,9
0.618345,-3.2089982,7
0.09460473,-1.1777213,6
4.1644225,-0.115632355,6
0.45014882,0.06369811,8
7.6130877,1.0664012,0
-0.20945954,-2.1464272,4
-3.441772,0.6516273,1
-0.23883224,0.7848056,5
-0.79913497,0.8016457,8
0.97021794,1.545387,2
-2.4633434,-2.3482556,9
-3.3826418,0.90394366,1
-0.31376767,2.0240235,8
2.3061924,-0.18633944,0
-1.177201,-0.36410704,6
-0.90652084,-3.4014273,7
-1.253836,0.110751346,2
-3.0072737,1.9454046,1
0.5774007,-0.14923745,0
0.06737304,0.37579012,5
-0.83493185,0.2501024,5
0.8038783,1.237719,2
3.2997966,-0.9833281,0
-3.2097154,1.0246568,2
-1.6654304,1.4886717,2
2.5325017,0.3913991,0
-2.3148437,2.4582143,2
-0.6995814,-1.2945454,4
-1.4890023,-1.9114994,9
-0.2313397,1.4426904,8
3.6685996,0.44483882,0
0.989043,-3.2344818,9
0.048579454,-3.1056085,9
2.671455,-2.965527,4
0.30707836,-0.07225256,6
0.63969445,-1.4021127,5
2.9460917,-2.470059,4
0.45937276,-4.0586987,9
-3.6061506,1.4003997,1
1.0420318,-1.6353501,8
-0.61002064,1.6711681,3
0.93950725,-2.4171042,4
0.41537046,-2.1980286,9
-0.42047048,-2.1143136,9
-3.1559818,0.76402885,1
-2.5238307,1.5635537,2
-0.04809451,4.722083,2
-1.9734535,0.63041204,8
-3.7691305,1.1881901,1
-0.33545065,-2.9413848,9
-1.3235765,1.8399328,6
-2.611329,-1.0924369,4
4.0986037,0.09632248,0
-3.2389598,-0.15830757,9
-1.5609057,-0.88114905,4
-1.3443538,0.49188405,8
-0.3369844,3.0254092,3
0.25543523,1.2133733,8
3.0997486,-1.2736065,6
4.1936483,1.4423723,0
0.82245374,5.280986,2
-0.58403873,0.23591214,5
-4.022094,1.4477662,1
-0.41517305,-2.1857061,9
1.8151946,-0.80406064,6
-1.2787238,0.5464454,2
-1.1508447,-3.302299,9
-0.8995292,-1.8871355,4
0.984246,0.5433008,0
-2.0853958,-2.30124,9
1.1795287,-1.8072484,6
6.2599297,1.2969087,0
3.9061708,0.3786341,6
-0.2866876,-0.16284111,2
-0.0629375,0.011823252,5
0.16948152,-3.1001453,4
1.326901,0.5619546,2
1.8104038,-0.4114926,3
-0.67047,1.0641693,8
-2.6349156,0.85202914,4
1.8430338,1.0762277,5
1.6141496,-1.4206471,5
0.96134424,1.1573862,0
-1.0475782,0.93250525,3
0.107366085,-0.06203546,8
-0.2911377,0.7622667,5
-1.4594555,1.7982202,3
-1.2153708,-0.94816697,5
-1.540997,2.11195,8
-1.8779078,0.9614837,6
2.3212414,3.0921082,5
-1.3082224,-3.087164,7
-2.5188675,1.1646519,6
0.25796175,1.7664647,3
1.0217631,1.666821,3
-0.87530875,-1.7326267,9
0.35283923,0.0034345686,6
-3.2288396,0.4254525,1
-3.6246865,1.3184962,1
0.7197728,-0.15484068,2
-1.4239688,-1.5021837,9
4.0929656,2.0858254,0
1.8291936,-2.5985465,4
2.6395812,2.4887476,3
0.9922209,4.053723,3
3.2461233,-2.1272879,6
-0.05356717,-1.8575984,9
-0.6787293,-1.6890326,5
0.046140194,-1.7724448,7
-1.893997,1.6835109,3
-0.9769547,-1.9909314,7
-0.19433284,-3.2870736,7
-0.2181654,-3.9665294,7
-0.28192735,1.4798814,8
-3.7020578,1.8295795,7
0.7330189,-2.5431528,9
-0.86799,1.084404,8
-0.9076278,2.0894794,3
3.4616456,0.53550166,0
-2.890494,-0.33291417,7
1.0651083,0.46003664,2
-2.8417637,-0.7460071,7
0.5575621,-3.1683278,9
0.965765,-2.2318215,4
1.5952177,0.5886058,5
-0.065518856,-3.3799071,4
-0.82450414,-2.3798819,9
-0.65556,2.2975588,3
-0.27073908,1.9891425,2
-3.733677,1.844496,1
-1.381805,-2.439671,4
5.190796,1.61732,0
-0.2937479,3.2828107,2
0.1657443,2.6559992,3
-0.54143405,-1.4776589,7
1.1715856,1.8022279,5
-1.9525944,-0.7772106,7
0.702616,0.64599216,8
0.40779233,0.19097257,8
2.0364966,1.7147639,5
3.0616946,1.3544526,0
-1.1973124,0.77390546,1
-3.3514564,1.4945997,1
3.202826,-1.9455566,4
-0.10981417,-1.8049794,8
0.24527526,2.6595812,3
-0.862329,-2.6972704,9
4.143268,-0.5036173,0
2.2468486,-0.28656352,0
4.004048,-0.36885187,0
0.99014926,-0.09150441,6
1.2759805,1.2890656,6
-1.6464359,0.86525476,2
-0.83952,2.7795882,3
-0.8140447,-1.7924106,7
-0.38055134,2.4207935,8
-0.90098023,-2.8820014,4
0.17185545,-3.9201388,7
-1.7458832,-2.907175,7
0.49250054,-1.0984917,9
0.0863595,0.38425773,2
-1.5705259,-2.1364365,4
-3.4871392,0.6138205,1
-0.42364645,-0.61710787,4
-1.3672907,-0.77700645,5
-2.0419548,2.641078,2
-1.8435538,-2.4084573,4
0.93099093,1.2514268,9
-1.7929397,-1.2714509,9
-3.718242,2.0978875,1
1.8679605,-2.3859243,8
-0.48688316,-2.273951,4
3.7919383,-0.18636966,0
-0.99741685,-0.5684199,9
0.03092289,1.0478036,8
-0.47294354,-1.7671345,4
0.68324184,1.982565,8
-2.3425531,-2.456822,7
-2.1599493,-2.6358585,7
4.599524,-0.39769605,0
-2.3434372,-1.630391,7
-0.5955212,0.051673636,8
0.57069826,1.1333923,8
-0.61036134,-1.2236344,6
3.151136,0.5049054,0
-0.9601996,-1.954673,4
-1.0026723,-0.017939884,8
-1.0592068,0.1569145,8
2.1372585,1.2847877,2
1.2653666,-3.2525268,4
-1.5276082,-2.0992656,7
0.44896173,-1.4873409,6
-1.1601994,-0.70038426,6
-0.39620757,1.9133153,6
-2.1532316,-1.5148329,4
-1.4705468,-0.5411043,7
-3.5464249,2.1942778,1
-1.9524169,0.5361954,8
-0.35869288,-0.3239116,8
1.4047327,1.5657946,2
-1.433368,1.2317289,3
1.7039633,1.5224066,6
0.3303399,3.6855497,3
4.370033,2.9750319,0
3.3626146,0.53212476,0
-1.081041,2.6301084,3
-3.075836,-1.2903094,7
-1.6937194,0.04187198,6
-0.23107123,-3.8336325,9
-1.3900138,-1.4656729,7
-1.2999638,-1.8594077,9
-1.833727,-1.541625,9
2.7375383,1.4930371,5
-1.0289012,-2.689497,4
0.3525896,1.9895219,3
0.28038478,-1.1599922,3
-0.32014632,-0.23716283,6
-2.7195432,0.65104675,1
0.71589184,4.4213533,2
-0.28866196,2.8502498,3
0.1726222,-4.6730833,7
-1.538199,0.12567937,3
0.023353577,3.320506,3
2.3318396,0.036931984,2
5.7837563,-0.118619666,0
-0.7186861,1.9971703,3
0.34162045,1.7185185,3
0.92615604,0.12325904,8
-2.0248492,-1.8247501,4
-0.6868336,2.3436484,3
3.8749228,0.123341426,6
0.21168709,2.9347858,3
-0.13031077,-2.4060197,5
1.6008801,0.6279591,0
0.55987453,3.7568984,2
2.9513574,-0.25439674,0
-0.010175705,-2.7915297,9
2.5888553,1.2673386,0
-2.5606513,-2.4018087,7
-0.34230185,-1.9782115,4
-0.041466236,0.8244571,6
1.9979453,-2.882831,9
-0.5452173,2.138609,3
0.17899442,0.47070754,5
-3.642694,1.8365611,1
-0.27469754,-3.2629495,9
0.7458272,-0.5109838,6
-3.6660118,2.4853802,1
-2.7502408,-0.39180678,4
-0.8714049,1.9010838,5
-0.5417702,-2.5406494,4
-0.17952895,1.8128312,5
2.359209,-0.35270324,0
0.11055565,-0.6493662,5
0.056096554,-1.438432,9
1.5255866,-1.5167726,5
0.8659437,-0.913628,2
-3.7835069,2.350185,1
-1.2147231,3.285141,2
-0.2662499,-2.435657,9
-3.4141998,2.54982,1
-2.260919,-2.2835631,9
-2.3703306,-1.2209224,9
0.8797569,-3.836793,4
4.725184,2.35326,0
-1.0239933,-0.14187883,8
0.08124137,-2.5471406,4
0.96996236,0.61346865,5
-1.776491,-0.34553805,2
0.61916757,-1.8910073,9
-1.9937742,2.981625,2
-3.4588065,1.141015,1
-2.4106474,2.1523046,2
-4.0611987,1.2524055,1
-2.9619963,0.580316,7
-1.473101,1.785565,3
1.2371135,-0.8071958,6
-0.1469109,-0.93958056,8
-0.62907076,2.3153481,8
-1.364074,-1.8431945,4
-0.48212957,-2.435636,9
-3.4445453,1.1919024,1
-1.3730028,-2.3631139,9
-1.3937225,0.66177213,8
0.88743496,0.33408034,5
0.5088382,-1.6135609,7
-0.65001607,-1.361204,5
-3.9278843,0.28253624,1
-3.2320876,0.989027,1
0.32837653,1.9896392,8
1.2269292,0.74093765,6
-0.17232895,-1.149288,5
0.38985562,-0.4099849,2
1.1765108,-2.9428387,4
-1.6938646,-2.3046026,4
0.47827005,-3.3047051,3
3.2081165,2.4644165,2
0.1600976,2.4961,3
-1.9827914,1.4296939,5
1.2192721,-1.0542023,6
-0.49886417,1.0737886,8
-1.9779384,1.0374362,8
-2.301719,0.8918543,6
-1.1617019,0.04316937,2
-0.546705,1.647639,3
-1.9426279,-0.106816314,1
3.1464992,2.9983792,0
0.017149448,0.46769136,5
-2.0717244,1.5739746,8
-2.8295593,-0.41518015,9
-1.903387,-0.65062374,2
-1.1942924,-2.0777369,9
-0.50026345,-0.17734322,6
-0.37182832,-2.9126306,7
2.510601,0.2089594,0
-2.2020614,-0.85385185,4
-0.58964396,2.0100698,8
-2.5101395,-0.9656744,7
-3.6772857,1.2663094,1
-2.2226665,-2.6296983,7
-0.29299164,-2.5418959,4
-2.806715,0.1976372,1
3.7922335,1.44549,0
-1.7181038,-0.0874469,9
-2.4062693,-2.6891718,7
0.3292241,4.2055025,2
3.7469406,2.4088283,0
3.5161767,0.47820038,0
0.2831688,-2.6940403,9
-3.51552,1.1734585,1
-3.1432688,1.007334,7
2.1310992,1.7190981,8
0.2788155,-1.4116013,7
-1.3658968,1.08645,8
3.8460474,-2.2702355,4
-2.199162,-1.5629339,7
-1.4850857,-1.0953076,2
5.9314938,0.84306324,0
2.068396,-2.7994056,4
-1.9674433,0.9343654,6
4.0922236,1.7330922,0
-1.5504384,-0.37120607,3
-3.4074898,0.5819205,1
-3.836899,2.745493,1
0.17613983,1.1773977,3
1.1805577,3.1805072,3
0.7490344,-0.94818145,9
0.1601181,0.8698138,6
2.0531473,-3.3792987,7
-1.5108025,-1.6080606,4
-3.5049644,0.6208723,1
-0.30732632,0.13916695,5
-0.49625874,2.3974152,3
4.023466,0.6605334,0
0.037355185,1.541663,8
-3.4303577,1.20442,7
-0.23655844,3.0747771,3
-0.27932787,-4.107131,9
-0.28465652,-0.66477174,6
-1.7317647,-3.668726,9
-0.46031928,2.4015293,3
-1.2021555,0.52183175,5
3.9661522,-1.1788458,0
-0.8721633,0.24865636,2
-2.9145093,-1.1588564,7
-1.1504877,-0.10160908,4
0.2886951,1.1476135,5
-3.1702561,0.7067765,1
-1.872379,1.5276875,7
0.77848077,1.4989957,5
-0.96175146,1.1447638,8
2.1506357,-0.536763,0
2.0239558,0.944463,8
-1.1092325,0.14210153,8
-3.5946121,0.9349483,1
-1.459557,-1.3973868,5
2.6526814,-0.22028637,0
-1.8945488,0.9209826,3
5.895418,0.8662533,0
-0.40631485,0.995052,3
-3.6052177,2.2035193,1
-0.14013648,-1.86482,4
2.163178,1.0316613,0
0.35132527,1.2112176,3
-2.247129,-0.83281267,7
-0.2575221,1.6876432,2
0.45265174,-0.5062583,7
-2.950916,1.774774,1
0.8713753,1.163818,8
1.1363325,0.72935987,0
-3.0065398,-0.9691982,7
2.7911334,1.427533,0
-0.60941863,-1.7264321,4
0.22573519,2.8488731,3
-3.5620465,1.7402763,1
0.4794128,-1.747406,9
0.4874704,-0.7383322,8
-0.08298659,-3.477426,7
-2.3444118,-2.6062899,7
-1.9049478,-0.1677162,1
-2.187561,-1.5021523,4
1.4109998,-3.8068376,9
-1.4104676,-1.76843,9
-0.84665155,1.6765636,3
1.3292122,-3.8914232,2
-3.8242016,1.6945908,1
-2.0430317,-2.528172,7
1.3923326,-3.3162293,9
1.5153141,1.1613044,0
0.28269386,1.0776716,2
3.0241642,1.7118696,0
1.5735555,2.7050953,3
0.9398043,1.3708259,3
-1.958709,-3.0269175,7
1.2865181,-3.218164,6
2.4200354,-2.2762737,9
0.68131375,0.20304829,2
0.24484682,2.1949987,3
-0.017471313,2.990756,3
-0.46975446,-2.5362792,7
-2.5963137,-1.2955396,7
3.2154107,0.6778552,0
3.2045631,-2.3957844,0
-2.7561605,-0.99054307,7
2.021501,2.2180147,5
2.4937377,0.8628444,2
-0.57496595,-2.828555,9
2.5045562,0.58218145,8
-2.4495814,-1.0414855,7
0.10818863,-2.4633574,4
-0.83380127,-3.4481134,4
-0.8317423,3.1259866,2
1.9107237,0.07868631,6
1.621819,0.7746582,6
-3.3805873,2.2681398,1
0.8988795,-2.166181,9
0.45621586,-0.9825417,6
-1.7479324,-0.7179317,8
-0.30782223,2.6159225,2
-1.1694368,-1.9537876,9
4.8286138,1.4254848,0
0.5835054,1.8636711,8
1.2723856,-0.5912894,3
-3.5301318,0.50055015,1
-3.704247,1.528534,1
2.5384765,-0.037226863,6
-1.2683202,2.0951371,3
0.61793923,-0.12406121,5
-3.9818463,1.4551166,1
-3.3730185,0.8231479,1
-3.7782128,1.3392892,1
-0.8145926,1.6128391,3
-2.9843764,3.3031073,1
-1.8847677,2.9263053,2
1.147408,3.5168614,3
4.115924,-0.7926126,0
0.1614778,2.4301085,2
2.5965614,-0.24317417,0
-3.8182418,1.1743101,1
-0.5652952,1.0502754,3
-1.2840719,-0.018615644,5
3.430386,0.256721,5
-1.5485312,-2.2097907,7
-1.6796675,-2.0759692,4
-0.9762573,-1.6061797,8
-2.4110956,-1.5331792,9
-0.35382724,1.0120891,6
2.0964732,-4.5279016,9
1.3454208,-0.4845759,6
-1.8067898,-0.27698296,8
-1.453731,-0.28481215,3
0.16596222,-2.1305013,6
1.148581,-0.51479185,6
1.6922269,0.47761995,8
-0.6927185,0.9781269,5
-2.9311292,0.28533766,1
-1.8868428,-1.3422116,4
-0.8983898,-0.008373149,2
-1.0599691,-2.7184772,4
-2.4448047,-0.065763205,4
0.86062694,1.8602536,5
-3.8244772,1.1782042,1
-2.78937,0.12530933,1
-1.2479298,-2.1335483,9
4.0725684,1.0974499,0
-0.06488657,3.8665938,2
-0.44080257,-2.7563453,4
-0.5720899,-2.940546,9
0.31425643,0.0541329,5
-0.005514145,-2.5080218,7
-3.980128,1.3598858,1
-2.0970526,0.85457975,8
-1.1853285,2.2963057,8
-1.0859619,-0.04623004,5
3.6552796,-1.3155062,6
-1.8101492,-1.7807176,9
0.08085847,0.021206535,8
0.5459962,-2.6795301,7
-3.8656495,1.9024848,1
-2.784825,2.1899037,1
-2.1179733,1.3812851,6
-0.85203576,-3.2903423,7
-2.0107908,0.8659892,6
0.19222498,2.564825,3
-0.95816207,1.1471558,2
1.3400698,1.4467466,2
4.498173,1.8868359,0
